Transaction_ID,Customer_ID,Account_Type,Total_Balance,Transaction_Amount,Investment_Amount,Investment_Type,Transaction_Date
302596,200836,Current,90879,4228.0,13069,Recurring Deposit,2022-05-17
302597,204600,Business,87316,902.0,16432,Mutual Fund,2022-12-17
302598,209537,Savings,58971,478.0,29384,Fixed Deposit,2023-12-30
302599,201781,Current,52950,3202.0,36506,Recurring Deposit,2022-12-19
302600,204558,Business,73403,1557.0,1079,Fixed Deposit,2022-05-16
302601,202198,Business,98297,1242.0,2264,Recurring Deposit,2023-11-27
302602,202986,Business,10858,3985.0,21870,Mutual Fund,2024-04-28
302603,201213,Current,34714,4973.0,28724,Mutual Fund,2023-01-04
302604,203429,Current,93031,4518.0,14742,Fixed Deposit,2023-06-13
302605,207272,Business,1622,2309.0,28682,Fixed Deposit,2022-05-18
302606,200368,Current,11367,1930.0,33606,Fixed Deposit,2022-04-04
302607,208363,Savings,2760,4413.0,14405,Recurring Deposit,2023-06-27
302608,208911,Savings,89209,3879.0,39530,Mutual Fund,2024-08-19
302609,207489,Current,85900,3069.0,3650,Fixed Deposit,2024-10-12
302610,207775,Business,14175,2982.0,11143,Recurring Deposit,2022-09-03
302611,206713,Current,34982,1283.4790174616664,17302,Recurring Deposit,2023-08-23
302612,205239,Current,37370,229.0,41825,Mutual Fund,2023-06-06
302613,203327,Business,24702,4207.0,41197,Mutual Fund,2024-02-24
302614,201445,Business,92987,1504.0,32096,Fixed Deposit,2024-12-11
302615,208347,Savings,71423,131.0,2981,Mutual Fund,2024-07-11
302616,204808,Savings,64954,2198.0,12783,Fixed Deposit,2024-06-12
302617,203673,Current,70785,479.0,11839,Mutual Fund,2024-04-26
302618,201881,Savings,27848,3529.0,10166,Recurring Deposit,2022-10-15
302619,207612,Business,39879,366.0,24531,Mutual Fund,2024-05-12
302620,201526,Business,11743,1923.0,20212,Recurring Deposit,2024-03-17
302621,203396,Savings,43594,1586.0,8891,Recurring Deposit,2023-05-18
302622,204030,Current,38536,153.0,3692,Recurring Deposit,2023-01-14
302623,206992,Savings,86975,617.0,36813,Fixed Deposit,2022-09-11
302624,201817,Business,82529,1917.0,42286,Recurring Deposit,2023-08-16
302625,208694,Savings,41816,1417.0,23073,Fixed Deposit,2022-11-28
302626,205785,Savings,11632,2795.0,41900,Recurring Deposit,2024-03-02
302627,208180,Business,83020,3700.0,16515,Recurring Deposit,2024-12-22
302628,200456,Current,47911,1462.0,7692,Fixed Deposit,2023-04-24
302629,204787,Business,72396,2528.0,40644,Mutual Fund,2023-01-04
302630,205114,Savings,93362,1548.0,45452,Fixed Deposit,2022-04-11
302631,205224,Business,29244,5785.300175092007,5730,Recurring Deposit,2023-08-26
302632,209800,Current,31778,721.0,48238,Fixed Deposit,2023-06-22
302633,207027,Current,8376,2755.0,2453,Fixed Deposit,2024-08-19
302634,209157,Current,64503,897.9405893573303,42710,Mutual Fund,2025-01-31
302635,208448,Current,65388,4133.236907581308,11425,Fixed Deposit,2023-01-15
302636,201157,Savings,66067,1432.0,29242,Mutual Fund,2022-12-18
302637,200951,Savings,7725,993.0,9887,Fixed Deposit,2024-10-25
302638,207452,Savings,55591,2133.0,38737,Fixed Deposit,2024-12-07
302639,209963,Savings,30509,1393.0,33211,Mutual Fund,2023-12-10
302640,208812,Current,84326,1700.0,9030,Mutual Fund,2024-01-14
302641,204521,Current,25123,1092.0,43245,Fixed Deposit,2024-05-29
302642,200848,Savings,93440,740.0,4022,Mutual Fund,2023-08-12
302643,206890,Savings,37694,3174.0,20543,Fixed Deposit,2022-08-02
302644,203113,Business,84292,2894.0,13061,Fixed Deposit,2023-12-03
302645,201783,Current,61244,3511.0,18416,Mutual Fund,2025-01-23
302646,208973,Savings,91430,1828.0,5160,Recurring Deposit,2022-08-16
302647,203965,Savings,44673,3613.0,22297,Recurring Deposit,2023-01-02
302648,205987,Savings,98320,415.0,32470,Recurring Deposit,2022-10-25
302649,205292,Savings,27932,1339.0,23926,Recurring Deposit,2024-03-31
302650,200288,Savings,42956,4439.0,27245,Mutual Fund,2023-08-05
302651,201939,Current,73394,4669.0,34114,Fixed Deposit,2023-04-10
302652,203411,Business,39629,1902.0,37447,Recurring Deposit,2022-03-31
302653,200322,Business,48255,2327.0,48060,Fixed Deposit,2023-04-30
302654,207850,Business,46904,3022.0,47763,Mutual Fund,2023-11-06
302655,202782,Current,40367,2217.0,24076,Mutual Fund,2023-03-21
302656,200864,Savings,37230,651.0,23837,Recurring Deposit,2024-02-12
302657,204553,Business,79463,3797.0,49229,Fixed Deposit,2023-05-09
302658,208055,Savings,67788,1577.0,1739,Mutual Fund,2023-08-15
302659,200371,Business,2520,4340.0,19381,Recurring Deposit,2023-07-03
302660,205337,Current,83504,1075.131788073789,48337,Fixed Deposit,2024-09-10
302661,201997,Business,13011,3906.0,15888,Recurring Deposit,2024-08-26
302662,207815,Business,81327,4275.0,4631,Fixed Deposit,2022-04-07
302663,202863,Savings,83799,1686.0,17205,Fixed Deposit,2023-05-01
302664,207537,Savings,15381,2745.0,36073,Fixed Deposit,2024-12-30
302665,205594,Business,17845,1779.0,18047,Mutual Fund,2023-09-30
302666,204320,Current,4634,4368.0,26609,Recurring Deposit,2025-03-01
302667,205460,Current,8110,6412.642814121966,15761,Fixed Deposit,2023-03-23
302668,208054,Savings,27501,2927.0,47469,Fixed Deposit,2022-06-25
302669,202531,Business,40709,105.0,25993,Recurring Deposit,2025-01-21
302670,204443,Business,80734,4071.0,19393,Mutual Fund,2022-09-20
302671,204794,Business,84256,4809.0,15153,Recurring Deposit,2024-03-12
302672,201397,Current,34728,4061.0,26253,Fixed Deposit,2023-07-10
302673,208604,Current,73508,3373.0,20381,Fixed Deposit,2022-11-24
302674,201441,Business,80632,3915.0,9788,Recurring Deposit,2023-12-10
302675,202880,Business,38822,1170.0,31707,Recurring Deposit,2025-02-18
302676,207059,Current,89308,2744.0,11264,Mutual Fund,2024-05-09
302677,204377,Savings,19679,216.0,30889,Fixed Deposit,2025-03-17
302678,201266,Business,8330,3446.0,40971,Fixed Deposit,2023-07-17
302679,204294,Current,86188,2430.0,41768,Recurring Deposit,2025-02-25
302680,202837,Savings,13122,238.0,12435,Recurring Deposit,2022-09-19
302681,209646,Current,49669,525.409737702223,33233,Fixed Deposit,2024-12-07
302682,204322,Business,22097,739.460012868356,6883,Fixed Deposit,2023-06-22
302683,209198,Current,75210,4878.0,49803,Mutual Fund,2023-10-12
302684,209411,Business,25453,674.0,34195,Fixed Deposit,2024-10-30
302685,204828,Current,90039,1552.0,30129,Fixed Deposit,2023-02-27
302686,202916,Current,90655,3451.0,30218,Recurring Deposit,2023-02-24
302687,200227,Business,5231,3528.0,37795,Mutual Fund,2022-10-14
302688,202385,Business,95163,4912.0,25941,Fixed Deposit,2024-04-01
302689,204705,Business,21702,547.0,37782,Recurring Deposit,2022-11-13
302690,209742,Current,76208,3506.0,9161,Fixed Deposit,2024-02-25
302691,201917,Business,48549,556.0,18887,Fixed Deposit,2024-10-16
302692,200113,Current,8193,3466.0,29815,Mutual Fund,2023-10-22
302693,202151,Savings,41513,3293.0,4966,Fixed Deposit,2023-12-26
302694,200427,Current,97828,1680.0,18885,Recurring Deposit,2025-03-15
302695,204598,Business,22948,4000.0,23970,Fixed Deposit,2024-07-21
302696,206120,Savings,81428,2613.0,33444,Recurring Deposit,2024-03-21
302697,203378,Savings,87829,4195.0,7878,Fixed Deposit,2024-07-03
302698,209408,Savings,79615,1830.0,1580,Recurring Deposit,2025-01-15
302699,201944,Business,21812,1983.0,14997,Recurring Deposit,2023-02-23
302700,200956,Savings,80185,791.4643450052184,44866,Fixed Deposit,2023-04-09
302701,208336,Business,87159,1932.0,5237,Recurring Deposit,2025-02-09
302702,208800,Savings,52785,1038.0,2124,Recurring Deposit,2024-10-01
302703,205683,Savings,55285,221.0,23476,Fixed Deposit,2022-07-26
302704,207888,Savings,55362,4858.0,32090,Fixed Deposit,2024-06-14
302705,206692,Savings,70168,2505.0,12647,Fixed Deposit,2024-02-12
302706,202282,Savings,82419,3868.0,34029,Mutual Fund,2024-06-18
302707,206091,Current,43005,1200.0,30896,Recurring Deposit,2025-03-18
302708,205739,Savings,19081,2930.0,21732,Recurring Deposit,2023-10-04
302709,202342,Current,66945,1648.0,2159,Mutual Fund,2022-07-20
302710,208691,Business,36995,3232.0,16942,Mutual Fund,2024-08-13
302711,202733,Business,75910,577.0,31588,Recurring Deposit,2022-09-11
302712,205237,Savings,77557,2769.0,16691,Fixed Deposit,2022-06-24
302713,204439,Business,91198,2619.0,3726,Mutual Fund,2024-07-18
302714,205872,Savings,46776,1137.0,5688,Mutual Fund,2024-05-14
302715,200046,Current,38383,4852.0,41497,Fixed Deposit,2023-01-29
302716,206047,Business,81549,843.0,24887,Fixed Deposit,2024-08-26
302717,206506,Savings,68593,929.0,31948,Recurring Deposit,2024-07-01
302718,207500,Savings,32494,2342.861252220241,6384,Fixed Deposit,2022-11-08
302719,204709,Business,90345,139.0,17904,Mutual Fund,2022-12-01
302720,207147,Business,52477,134.0,38850,Recurring Deposit,2023-08-12
302721,207863,Business,69740,194.0,41523,Recurring Deposit,2024-06-06
302722,201187,Savings,27562,3870.0,38793,Recurring Deposit,2024-02-05
302723,207028,Savings,80044,4164.0,3198,Fixed Deposit,2022-09-17
302724,204265,Savings,87583,4206.0,34250,Fixed Deposit,2025-02-09
302725,200593,Current,91588,2910.0,34032,Fixed Deposit,2023-02-03
302726,209862,Savings,3245,349.0,29650,Fixed Deposit,2024-09-11
302727,202870,Savings,90411,965.0,23988,Mutual Fund,2024-04-18
302728,200511,Savings,3531,480.0,35163,Mutual Fund,2022-08-09
302729,205451,Business,71840,3980.0,2713,Recurring Deposit,2024-05-21
302730,205322,Savings,23036,3843.0,28629,Mutual Fund,2024-02-11
302731,209335,Current,78902,3048.0,1120,Fixed Deposit,2022-06-15
302732,202076,Current,33794,4821.0,31958,Fixed Deposit,2024-02-23
302733,203010,Business,74042,4654.0,31145,Mutual Fund,2022-10-11
302734,203745,Current,46802,350.0,31492,Mutual Fund,2024-05-26
302735,208021,Current,80810,1961.0,26516,Mutual Fund,2023-12-26
302736,200558,Savings,93635,3070.0,17824,Fixed Deposit,2024-02-28
302737,206243,Savings,33469,3864.0,44669,Fixed Deposit,2024-08-13
302738,201759,Savings,50522,4755.0,45970,Recurring Deposit,2022-06-18
302739,206200,Savings,27992,1590.0,13244,Recurring Deposit,2024-08-05
302740,203705,Savings,88749,157.0,7766,Recurring Deposit,2024-03-08
302741,206626,Current,78814,2448.0,32365,Mutual Fund,2025-01-29
302742,205264,Savings,33222,3327.0,31958,Mutual Fund,2023-07-12
302743,207009,Current,63148,4351.0,33440,Fixed Deposit,2022-04-23
302744,203225,Business,93172,2910.0,9598,Mutual Fund,2023-11-26
302745,201404,Current,24152,294.0,6767,Fixed Deposit,2023-04-20
302746,202697,Savings,79433,3124.0,39899,Fixed Deposit,2022-03-25
302747,206182,Savings,27417,1029.0,46244,Mutual Fund,2023-02-22
302748,207944,Savings,10865,4751.0,38447,Mutual Fund,2024-09-04
302749,205646,Business,64719,3503.0,16849,Fixed Deposit,2022-07-12
302750,202160,Business,27795,1852.0,6376,Fixed Deposit,2022-05-30
302751,200650,Current,73148,3448.0,26354,Fixed Deposit,2024-01-08
302752,205597,Current,15116,1525.0,44502,Mutual Fund,2023-09-07
302753,205525,Savings,39179,4231.0,43782,Fixed Deposit,2025-03-13
302754,208125,Savings,54175,2729.0,42325,Recurring Deposit,2022-06-28
302755,207319,Savings,2627,567.0,49291,Fixed Deposit,2024-07-08
302756,206051,Current,78004,4888.0,40111,Mutual Fund,2022-06-22
302757,204497,Savings,46603,5929.880884664787,7615,Fixed Deposit,2022-07-06
302758,203335,Current,74856,3651.0,45122,Recurring Deposit,2024-03-23
302759,203854,Current,90258,1591.0,7225,Mutual Fund,2022-05-09
302760,201612,Savings,12144,3798.0,22704,Fixed Deposit,2023-06-09
302761,204067,Savings,95704,226.0,43659,Fixed Deposit,2023-12-16
302762,204476,Current,13243,4188.0,31974,Mutual Fund,2022-12-25
302763,204726,Current,11602,2871.0,21517,Mutual Fund,2022-10-17
302764,202276,Current,24401,4715.0,33077,Fixed Deposit,2024-12-11
302765,203886,Current,49080,4451.0,37620,Fixed Deposit,2024-12-18
302766,205649,Business,78682,915.0,49807,Mutual Fund,2024-01-03
302767,207650,Savings,79367,4602.0,38683,Mutual Fund,2023-10-23
302768,205587,Current,79203,1636.0,49828,Fixed Deposit,2023-11-05
302769,203753,Business,2605,51.613951677432524,27854,Mutual Fund,2024-02-15
302770,209311,Business,18721,3757.0,16437,Mutual Fund,2023-10-28
302771,200676,Current,22939,4488.0,21039,Fixed Deposit,2023-10-25
302772,203054,Business,9389,2909.0,6771,Fixed Deposit,2022-07-23
302773,201263,Business,67904,3265.0,36635,Mutual Fund,2025-02-13
302774,207003,Business,68867,2198.0,15686,Recurring Deposit,2025-01-12
302775,203344,Savings,29902,3343.0,5065,Mutual Fund,2024-07-05
302776,202638,Current,80552,4355.0,13643,Mutual Fund,2022-10-13
302777,205947,Savings,44471,2331.0,29628,Recurring Deposit,2024-12-30
302778,201081,Business,92027,1941.0,18795,Recurring Deposit,2023-09-12
302779,207614,Business,64063,1315.0,12146,Recurring Deposit,2022-09-21
302780,206407,Business,8118,4361.0,47313,Recurring Deposit,2022-12-23
302781,209419,Savings,89178,1761.0,32204,Mutual Fund,2024-07-02
302782,201480,Current,4721,998.0,32464,Recurring Deposit,2023-11-21
302783,206681,Business,68005,2192.0,10341,Fixed Deposit,2024-06-19
302784,201901,Savings,7436,3361.0,4659,Mutual Fund,2022-10-04
302785,200421,Savings,99018,2282.0,28010,Fixed Deposit,2023-03-01
302786,203120,Savings,11043,4973.91543103525,41415,Fixed Deposit,2022-03-26
302787,202490,Savings,14914,2124.0,33487,Mutual Fund,2022-04-25
302788,204116,Current,76101,1865.0,21723,Mutual Fund,2023-06-27
302789,200396,Business,34090,2170.0,27431,Mutual Fund,2024-03-09
302790,206498,Business,86171,3331.0,45002,Recurring Deposit,2025-01-30
302791,209304,Current,54615,4709.0,14795,Recurring Deposit,2024-07-13
302792,202975,Business,27301,2821.0,22981,Fixed Deposit,2024-01-08
302793,201812,Savings,97651,3360.0,18568,Mutual Fund,2024-06-24
302794,207693,Business,26329,2143.0,41360,Fixed Deposit,2023-10-31
302795,202526,Savings,91652,1234.0,44161,Fixed Deposit,2023-03-12
302796,200006,Current,7429,3553.0,25869,Recurring Deposit,2023-04-09
302797,204835,Business,88701,1898.0,21712,Mutual Fund,2024-03-05
302798,208290,Business,31032,365.0,19977,Recurring Deposit,2023-09-09
302799,201490,Current,54556,572.0,27189,Recurring Deposit,2022-11-16
302800,204225,Savings,27842,4837.0,36052,Recurring Deposit,2023-05-23
302801,205185,Business,3837,2049.0,17013,Recurring Deposit,2023-01-07
302802,204814,Savings,87832,683.9981465572148,6710,Mutual Fund,2022-09-12
302803,203215,Business,8088,415.0,29555,Recurring Deposit,2022-05-10
302804,202315,Current,9582,2164.0,2830,Fixed Deposit,2025-01-09
302805,206627,Business,52245,283.0,20944,Recurring Deposit,2024-01-01
302806,209685,Savings,56306,2745.0,11077,Recurring Deposit,2024-10-31
302807,209179,Business,3063,4092.0,41765,Recurring Deposit,2022-04-14
302808,206453,Current,8349,4979.0,30872,Mutual Fund,2023-03-29
302809,206826,Savings,92832,252.0,26402,Recurring Deposit,2023-02-04
302810,204597,Current,91659,1394.0,32026,Recurring Deposit,2022-07-03
302811,202051,Savings,34842,1736.0,25815,Fixed Deposit,2022-08-24
302812,204555,Savings,70781,3612.0,43274,Recurring Deposit,2024-09-28
302813,207956,Business,79244,1906.0,27802,Recurring Deposit,2022-05-12
302814,206550,Current,43242,1307.0,49626,Mutual Fund,2024-02-12
302815,202217,Current,41226,1672.0,21083,Recurring Deposit,2024-10-04
302816,207002,Business,67160,3460.0,32262,Recurring Deposit,2025-01-27
302817,208799,Savings,23309,2278.0,42459,Recurring Deposit,2025-03-17
302818,205753,Business,24913,1428.0,1807,Fixed Deposit,2022-06-04
302819,209488,Current,49694,793.0,35212,Recurring Deposit,2023-04-05
302820,206325,Savings,7568,2257.0,44149,Mutual Fund,2022-05-28
302821,202394,Current,21183,204.0,4826,Mutual Fund,2023-12-05
302822,201909,Savings,14173,3198.0,6561,Fixed Deposit,2024-01-31
302823,200869,Savings,91273,2535.0,14947,Recurring Deposit,2023-03-20
302824,202677,Business,82890,2276.0,20483,Fixed Deposit,2024-07-06
302825,206483,Current,17906,2586.0,13532,Recurring Deposit,2023-02-21
302826,208443,Business,26806,1233.0,29683,Mutual Fund,2022-06-16
302827,203896,Business,11509,2816.0,27984,Recurring Deposit,2022-10-24
302828,200098,Business,4052,3705.0,24621,Fixed Deposit,2024-05-11
302829,201312,Current,41468,3322.0,43307,Fixed Deposit,2023-06-13
302830,205657,Current,43395,2667.0,35400,Mutual Fund,2023-03-19
302831,204695,Savings,41554,1949.0,10783,Fixed Deposit,2024-08-31
302832,203863,Savings,69709,3251.0,42988,Mutual Fund,2023-07-29
302833,205168,Savings,33597,4678.0,3440,Mutual Fund,2024-09-03
302834,200584,Savings,4068,3259.0,49701,Fixed Deposit,2024-10-04
302835,206853,Business,44579,2718.0,23630,Mutual Fund,2025-01-28
302836,206558,Savings,1545,3261.0,5433,Fixed Deposit,2023-08-01
302837,209231,Current,90152,1379.0,10183,Recurring Deposit,2023-03-24
302838,204204,Savings,12478,293.0,48070,Mutual Fund,2023-07-02
302839,204182,Current,70599,479.0,37475,Recurring Deposit,2022-10-29
302840,205828,Business,58091,4430.0,45967,Recurring Deposit,2025-01-09
302841,208848,Business,23888,778.0,41922,Mutual Fund,2024-06-07
302842,206152,Current,52946,719.0,33100,Fixed Deposit,2023-02-27
302843,209561,Business,41005,3054.0,4428,Fixed Deposit,2023-12-23
302844,203517,Current,97079,2799.0,35427,Recurring Deposit,2023-06-30
302845,203340,Current,42993,1763.0,28765,Fixed Deposit,2023-05-22
302846,204998,Current,66314,3654.0,4179,Mutual Fund,2022-06-23
302847,207919,Business,5311,2203.0,28916,Recurring Deposit,2024-08-01
302848,207655,Savings,81062,764.0189518909332,17771,Fixed Deposit,2024-09-25
302849,207268,Business,90696,2002.0,38896,Fixed Deposit,2022-12-18
302850,208599,Business,48322,4083.0,46767,Recurring Deposit,2024-11-17
302851,201974,Business,14692,4372.0,17109,Fixed Deposit,2025-02-07
302852,201311,Business,35008,3459.0,15213,Fixed Deposit,2024-01-13
302853,203078,Business,35591,3544.0,37128,Recurring Deposit,2024-07-31
302854,200275,Savings,78929,2576.0,21527,Recurring Deposit,2024-04-28
302855,206892,Savings,53377,312.0,4408,Mutual Fund,2022-06-01
302856,206546,Current,77867,3635.0,7604,Recurring Deposit,2023-09-07
302857,206845,Savings,20912,3498.0,46717,Recurring Deposit,2024-12-14
302858,202915,Business,58242,3048.0,48281,Recurring Deposit,2025-01-26
302859,204697,Current,90800,2531.0,47866,Mutual Fund,2023-11-03
302860,205724,Business,92627,271.0,9987,Recurring Deposit,2024-06-12
302861,200734,Current,63041,1732.0,23390,Recurring Deposit,2023-07-29
302862,207831,Business,59378,440.0,35420,Recurring Deposit,2025-03-06
302863,208327,Current,60828,4345.0,31143,Recurring Deposit,2023-12-27
302864,201753,Current,27213,4596.0,46753,Mutual Fund,2023-12-15
302865,201785,Savings,61191,1724.0,20710,Fixed Deposit,2022-11-07
302866,202929,Current,40610,789.0,1362,Mutual Fund,2023-06-29
302867,208215,Savings,79054,1847.0,12160,Fixed Deposit,2023-10-26
302868,201264,Savings,48240,4354.0,27731,Fixed Deposit,2022-12-31
302869,202560,Savings,55794,4141.0,12591,Mutual Fund,2024-07-03
302870,205876,Current,52600,2198.0,43911,Fixed Deposit,2024-03-25
302871,203694,Savings,95047,1883.0,4832,Recurring Deposit,2023-03-30
302872,203542,Savings,36594,3972.0,39986,Recurring Deposit,2023-03-06
302873,208649,Current,71200,3020.0,48525,Mutual Fund,2023-07-01
302874,206141,Current,18365,119.0,35287,Fixed Deposit,2022-10-31
302875,206560,Business,85017,1388.4108634833858,13826,Recurring Deposit,2024-03-09
302876,205662,Business,25569,3039.0,16652,Mutual Fund,2022-06-18
302877,204172,Current,69432,171.0,13269,Mutual Fund,2024-08-10
302878,206165,Savings,36892,2889.0,36176,Fixed Deposit,2023-12-22
302879,201670,Current,54848,2111.0,4745,Fixed Deposit,2023-12-28
302880,209349,Current,92899,2477.0,11638,Mutual Fund,2024-08-02
302881,208715,Business,91319,3804.0,21378,Fixed Deposit,2024-06-21
302882,208103,Business,20168,1433.5409628935515,38475,Recurring Deposit,2022-10-15
302883,203524,Current,22953,1777.0,36404,Mutual Fund,2023-11-14
302884,201977,Savings,38034,161.0,40302,Mutual Fund,2023-04-02
302885,209090,Current,16142,3269.0,10660,Mutual Fund,2023-04-21
302886,200099,Current,55313,226.0,7636,Mutual Fund,2023-01-30
302887,203626,Business,42675,3764.0,41448,Recurring Deposit,2023-08-16
302888,206985,Savings,53202,2410.9791189863704,41424,Fixed Deposit,2024-12-19
302889,209868,Business,79753,3719.0,39292,Fixed Deposit,2022-07-21
302890,204279,Savings,83509,2887.0,10116,Fixed Deposit,2024-02-17
302891,207929,Current,36720,4204.0,32959,Fixed Deposit,2023-10-18
302892,201170,Current,26978,2895.0,20026,Fixed Deposit,2022-08-11
302893,204374,Savings,60101,2886.0,1090,Mutual Fund,2024-06-30
302894,202346,Savings,25060,1360.0,6359,Fixed Deposit,2023-01-10
302895,202327,Current,90995,244.0,29334,Mutual Fund,2022-06-09
302896,204482,Savings,3825,4189.0,38466,Fixed Deposit,2023-05-12
302897,200224,Current,1215,1648.0,33074,Recurring Deposit,2023-10-27
302898,204493,Savings,12937,2094.0,12519,Recurring Deposit,2025-01-30
302899,201440,Business,1587,726.0,47166,Recurring Deposit,2024-10-15
302900,204950,Savings,3585,4164.0,10518,Fixed Deposit,2024-10-12
302901,208346,Business,68551,575.0,20131,Fixed Deposit,2022-05-21
302902,209261,Business,63162,2411.0,23099,Fixed Deposit,2022-07-12
302903,204323,Business,99231,503.0,41191,Fixed Deposit,2023-01-07
302904,208493,Business,74527,4318.0,41473,Fixed Deposit,2024-09-18
302905,205201,Business,20413,4394.0,1163,Recurring Deposit,2025-01-27
302906,203215,Business,71703,3488.0,4293,Fixed Deposit,2024-08-05
302907,202617,Business,3112,655.0,13724,Mutual Fund,2023-02-21
302908,205460,Savings,64980,1302.0,48299,Fixed Deposit,2024-04-03
302909,208618,Savings,28366,3613.0,43322,Recurring Deposit,2023-02-08
302910,204570,Business,45532,4902.378220617009,4068,Recurring Deposit,2023-08-20
302911,206680,Business,90460,1240.0,40997,Fixed Deposit,2023-07-04
302912,201437,Business,37587,2906.0,23465,Fixed Deposit,2022-04-13
302913,209259,Savings,90854,1537.0,1137,Fixed Deposit,2023-02-13
302914,205201,Savings,76401,1990.0,45985,Recurring Deposit,2023-01-10
302915,207233,Current,86122,3664.0,35608,Recurring Deposit,2022-09-19
302916,202972,Current,75267,712.0,25682,Fixed Deposit,2024-04-02
302917,204030,Current,67900,3905.0,19102,Recurring Deposit,2023-04-01
302918,206696,Savings,55794,4597.0,27666,Recurring Deposit,2025-03-05
302919,203787,Savings,47295,380.0,31794,Fixed Deposit,2024-10-14
302920,205468,Savings,42995,261.0,35453,Fixed Deposit,2025-03-18
302921,208929,Savings,65518,135.41612107308958,29458,Recurring Deposit,2023-02-01
302922,200740,Business,6801,4106.0,49903,Fixed Deposit,2023-11-27
302923,200944,Current,20295,2623.0,28517,Fixed Deposit,2023-03-27
302924,209919,Current,67364,1725.0,16362,Recurring Deposit,2024-07-25
302925,209527,Current,36225,3342.0,45455,Mutual Fund,2023-08-02
302926,207558,Business,44868,2039.0,15265,Mutual Fund,2023-06-03
302927,202629,Business,59202,1893.0,44665,Mutual Fund,2023-11-02
302928,201556,Current,36507,2645.0,3353,Recurring Deposit,2024-03-14
302929,205947,Business,48561,1925.0,15293,Mutual Fund,2024-06-26
302930,206032,Savings,83819,922.0,40946,Mutual Fund,2024-12-22
302931,204328,Business,39037,568.0,32893,Recurring Deposit,2023-09-30
302932,207257,Current,27889,2091.0,8528,Fixed Deposit,2023-07-13
302933,204880,Current,73579,2362.0,40486,Recurring Deposit,2023-05-01
302934,204860,Business,91758,2766.0,32438,Fixed Deposit,2023-09-30
302935,200710,Savings,56486,1609.7417270263263,2671,Fixed Deposit,2024-05-25
302936,205793,Savings,22745,420.0,36410,Fixed Deposit,2024-05-01
302937,201817,Current,67754,1039.0,41520,Mutual Fund,2024-03-13
302938,209225,Current,42047,2446.0,20271,Recurring Deposit,2022-08-21
302939,209552,Business,20822,3245.0,33480,Fixed Deposit,2024-03-19
302940,203386,Savings,80332,4640.0,27736,Recurring Deposit,2023-07-31
302941,206255,Business,93061,240.0,6134,Recurring Deposit,2023-01-30
302942,202127,Current,50512,981.0,35152,Recurring Deposit,2023-10-17
302943,202095,Business,50267,1625.0,23278,Fixed Deposit,2023-07-20
302944,200090,Current,20887,1151.0,4392,Mutual Fund,2023-12-24
302945,209860,Current,32682,4353.0,24474,Fixed Deposit,2022-05-31
302946,204791,Business,63926,3253.0,39745,Recurring Deposit,2024-08-10
302947,207908,Business,50631,925.0,31845,Mutual Fund,2023-02-27
302948,204005,Current,20879,2168.0,2371,Mutual Fund,2022-11-02
302949,204049,Savings,31449,1469.0,36336,Mutual Fund,2022-04-15
302950,203156,Savings,82279,2364.0,38017,Recurring Deposit,2023-04-30
302951,208454,Current,22717,4684.0,27116,Fixed Deposit,2024-07-27
302952,201257,Business,26571,2460.0,40533,Recurring Deposit,2024-09-13
302953,207944,Current,21191,3957.0,44793,Recurring Deposit,2024-09-05
302954,205096,Savings,21154,4087.0,12828,Fixed Deposit,2023-12-29
302955,200215,Current,49964,4357.0,43692,Recurring Deposit,2023-06-22
302956,206090,Current,59489,1517.0,46146,Recurring Deposit,2022-11-12
302957,205464,Current,78736,225.14013498415008,30139,Recurring Deposit,2023-01-19
302958,209389,Savings,64471,3798.0,2251,Fixed Deposit,2023-08-15
302959,206180,Savings,38571,4086.0,10188,Fixed Deposit,2023-03-13
302960,200902,Business,38807,2836.0,33417,Mutual Fund,2023-11-01
302961,209744,Business,69284,129.0,11317,Fixed Deposit,2024-08-22
302962,202934,Savings,77036,310.0,47533,Fixed Deposit,2023-04-06
302963,202367,Savings,66542,4664.0,46850,Mutual Fund,2024-05-04
302964,201874,Current,52077,2462.0,19440,Mutual Fund,2024-07-23
302965,202092,Business,80794,2905.0,13597,Recurring Deposit,2024-12-31
302966,203436,Business,17336,1615.0,10860,Mutual Fund,2025-02-16
302967,209095,Current,3075,3121.0,21682,Fixed Deposit,2023-08-27
302968,205228,Business,71456,4472.0,19946,Mutual Fund,2023-04-24
302969,206998,Savings,62861,3096.0,6465,Fixed Deposit,2024-04-18
302970,205057,Savings,15896,5620.433280313977,14197,Recurring Deposit,2024-12-11
302971,202859,Savings,13779,507.0,4848,Recurring Deposit,2024-04-21
302972,207471,Savings,19187,2376.0,22495,Mutual Fund,2024-03-05
302973,201141,Current,64148,1810.0,41656,Recurring Deposit,2022-12-07
302974,201103,Business,53581,925.0,10648,Mutual Fund,2023-09-19
302975,204652,Current,77498,3220.0,2389,Mutual Fund,2022-12-08
302976,208584,Current,37320,495.0,38001,Recurring Deposit,2022-10-24
302977,201812,Savings,29972,3852.0,43486,Recurring Deposit,2024-07-17
302978,208066,Current,37228,1695.0,3428,Fixed Deposit,2024-04-17
302979,207925,Current,89994,880.0,38766,Mutual Fund,2022-12-31
302980,206889,Current,38026,2592.0,24228,Recurring Deposit,2024-07-10
302981,204728,Savings,29526,1208.0,36877,Recurring Deposit,2024-12-12
